company_name,company_market,company_city,company_category_list,total_funding,investor_rating,company_max_round,keyword_clusters,final_cluster
Allergen Research Corporation,Hospitality,San Mateo,|Hospitality|,17.000,10,0,22,94
Kizoom,Education,Berkeley,|Education|,0.500,8,0,20,18
Beepi,Automotive,Los Altos,|Automotive|E-Commerce|,66.250,9.29,0,7,71
Active Mind Technology,Software,San Francisco,|Software|,7.823,9.5,0,6,1
ARMO BioSciences,Biotechnology,Redwood City,|Biotechnology|,50.000,10,0,2,3
Prompt.ly,Small and Medium Businesses,San Francisco,|Small and Medium Businesses|Network Security|Social Media Marketing|Online Scheduling|Mobile Payments|SaaS|Software|,1.500,8,0,22,9
Trusper,Curated Web,San Jose,|Curated Web|,26.190,8.18,0,9,6
Athos,Fitness,Redwood City,|Fitness|Health and Wellness|,15.700,10,0,18,5
Wizeline,Business Intelligence,San Francisco,|Business Intelligence|Analytics|,8.436,9.44,0,13,39
Fluential,Artificial Intelligence,Sunnyvale,|Artificial Intelligence|Natural Language Processing|Software|,2.000,9,0,22,9
Sourcery,Payments,San Francisco,|E-Commerce Platforms|B2B|Payments|,2.500,7.13,0,23,55
Robinhood,Personal Finance,Palo Alto,|Personal Finance|Stock Exchanges|Finance|Mobile|,16.000,9.65,0,14,27
SNAPCARD,Social Commerce,San Francisco,|Social Commerce|Curated Web|,1.560,7.3,0,9,6
Skyroam,Wireless,San Francisco,|Wireless|,5.000,9.33,0,22,9
EnergyChest,E-Commerce,San Francisco,|E-Commerce|,0.100,3.5,0,7,88
MoodMe,Software,Sunnyvale,|Software|,0.529,2,0,6,1
Grokker,Curated Web,San Jose,|Curated Web|,5.500,9.75,0,9,6
Business Exchange,Curated Web,Palo Alto,|Sales and Marketing|Business Services|Reputation|Advertising Networks|Reviews and Recommendations|Lead Generation|B2B|Curated Web|,0.135,4.33,0,22,9
Misfit Wearables,Health and Wellness,Redwood City,|Fitness|Technology|Health and Wellness|,23.000,9.7,0,18,5
EducationSuperHighway,Nonprofits,San Francisco,|Nonprofits|,9.000,9,0,22,9
Swapbox,Logistics,San Francisco,|Logistics|Shipping|E-Commerce|,0.800,8.8,0,22,9
Heyday,Local Businesses,San Francisco,|Local Businesses|,5.500,8.59,0,22,9
Secret,Apps,San Francisco,|Apps|Social Media|,35.025,8.94,0,7,17
Memebox Corporation,Beauty,San Francisco,|Beauty|Services|Curated Web|Subscription Businesses|E-Commerce|,1.300,5.43,0,22,9
"University of California, San Francisco",Education,San Francisco,|Education|,9.450,7,0,20,18
Doctor on Demand,Health Care,San Francisco,|Health Care|,24.000,9.55,0,0,8
InVitae,Biotechnology,San Francisco,|Biotechnology|,195.502,10,0,2,24
Go Dish,Restaurants,San Francisco,|Restaurants|Mobile Commerce|Hospitality|,0.230,2,0,22,9
American Efficient,Clean Technology,San Mateo,|Clean Technology|,2.500,9,0,11,14
StarMaker Interactive,Video Streaming,San Francisco,|Video Streaming|Video|Mobile|,4.000,9.5,0,27,62
Calysta Energy,Biotechnology,Menlo Park,|Biotechnology|,8.000,10,0,2,46
Freedom Financial Network,Finance Technology,San Mateo,|Finance Technology|Local Businesses|,235.000,10,0,14,95
Highlight,Social + Mobile + Local,San Francisco,|Social + Mobile + Local|Social Search|Mobile|,4.000,9.67,0,19,33
Soundhawk Corporation,Hardware + Software,Cupertino,|Hardware + Software|,11.200,10,0,10,21
Wedding Spot,Consumer Internet,San Francisco,|Marketplaces|Consumer Internet|,3.225,8.08,0,21,31
Walker & Company Brands,Beauty,Palo Alto,|Beauty|,9.300,9.25,0,22,9
Vino Volo,Hospitality,San Francisco,|Hospitality|,7.000,9,0,22,9
Kalibrr,Skill Assessment,San Francisco,|Employment|Skill Assessment|Recruiting|,3.952,9.25,0,22,9
Common Sense Media,Education,San Francisco,|Education|,3.000,6,0,20,18
AcelRx Pharmaceuticals,Health Care,Redwood City,|Health Care|Biotechnology|,93.655,10,0,0,66
First Look Media,News,San Francisco,|News|,50.000,9,0,22,61
Payward,E-Commerce,San Francisco,|E-Commerce|,5.000,9,0,7,88
SnappyTV,Cloud Computing,San Francisco,|Cloud Computing|Television|Video|Social Television|Curated Web|,0.759,10,0,24,63
Startup Compass Inc.,Predictive Analytics,San Francisco,|Predictive Analytics|Software|,2.700,4,0,13,39
Jaunt,Software,Palo Alto,|Software|,34.950,9.54,0,6,84
AdEspresso,Optimization,Mountain View,|Optimization|SaaS|Advertising|Software|,1.800,8.88,0,22,9
PayStand,Bitcoin,Santa Cruz,|Bitcoin|SaaS|E-Commerce|Payments|,2.275,7.17,0,23,55
Inkshares,Media,San Francisco,|Media|Crowdfunding|Publishing|News|,0.315,3,0,22,9
Ozy Media,News,Mountain View,|Digital Media|News|,25.400,7.83,0,22,94
angelMD,Finance,San Francisco,|Physicians|Medical Devices|mHealth|Medical|Venture Capital|Crowdfunding|Finance|,1.500,3,0,22,9
ChannelMeter,Video,San Francisco,|Big Data|Analytics|Video|Big Data Analytics|,0.100,10,0,13,39
Sporthold,Games,Mountain View,|Games|Sports|Crowdsourcing|,0.150,7.33,0,3,29
Inductly,B2B,San Francisco,|SaaS|B2B|Corporate Training|Mobile|Human Resources|Enterprise Software|,0.100,10,0,22,9
Jetbay,Travel,Mountain View,|Travel|,0.100,10,0,15,41
Bracket Computing,Software,Sunnyvale,|Software|,85.300,10,0,6,51
Xola,Software,San Francisco,|B2B|SaaS|Software|,1.800,7.33,0,22,9
Eko Devices,Mobile,Berkeley,|Mobile|Mobile Health|mHealth|Health Care|,0.800,6.5,0,0,8
DocSend,Software,San Francisco,|Software|,1.700,10,0,6,1
Emerald Therapeutics,Biotechnology,Menlo Park,|Biotechnology|,18.500,9.67,0,2,46
Drop,Consumer Goods,San Francisco,|Consumer Goods|,3.638,8.73,0,22,9
Datavolution,Enterprise Software,San Francisco,|E-Commerce|Big Data|Enterprise Software|,0.500,5.5,0,1,47
Epic!,E-Books,Palo Alto,|Digital Media|E-Books|Subscription Businesses|Publishing|Kids|Textbooks|Education|,1.400,9.67,0,22,9
Evoleen,Health and Wellness,San Francisco,|Health and Wellness|,0.700,3.5,0,18,5
Litehouse,Internet of Things,San Jose,|Embedded Hardware and Software|Home Automation|Internet of Things|,0.025,8.5,0,22,9
Chain,Bitcoin,San Francisco,|Bitcoin|Development Platforms|,13.700,9.54,0,22,94
Povio,Social Network Media,San Francisco,|Social Network Media|Photo Sharing|Mobile|,0.075,2,0,7,88
Camperoo,All Markets,Palo Alto,|All Markets|E-Commerce|,0.289,7.67,0,22,9
Precipio,Consulting,Palo Alto,|Consulting|,9.686,10,0,22,9
LivBlends,Health and Wellness,San Francisco,|Health and Wellness|,1.022,5.33,0,18,5
Vidible,Video,San Francisco,|Advertising Exchanges|Video|,3.451,10,0,27,62
SpeakUp,Software,San Francisco,|Human Resources|SaaS|B2B|Software|,0.820,5,0,22,9
Omicia,Big Data,Oakland,|Big Data|Health Care|,6.800,9.6,0,0,8
Atheer Labs,Software,Mountain View,|Augmented Reality|Mobile|3D|Software|Hardware + Software|,1.573,10,0,22,9
Maverix Biomics,Biotechnology,San Mateo,|Biotechnology|,6.000,8,0,2,46
Zephyr Health,Software,San Francisco,|Software|,16.000,10,0,6,1
Lumiata,Big Data Analytics,San Mateo,|Big Data Analytics|Medical|Analytics|,10.000,10,0,13,39
Crowdpac,Big Data,Menlo Park,|Big Data|Technology|Politics|,2.100,8.57,0,22,9
Shippo,E-Commerce,San Francisco,|Shipping|Developer APIs|B2B|Logistics|E-Commerce|,2.275,8.31,0,22,9
Blue Perch,Curated Web,San Francisco,|Big Data Analytics|Recruiting|Curated Web|,0.025,8.5,0,13,39
LegitTrader,Finance,San Francisco,|Finance|,0.025,8.5,0,14,27
ChemiSense,Hardware + Software,Berkeley,|Hardware + Software|,0.025,8.5,0,10,21
Glance,News,Sunnyvale,|News|,0.025,8.5,0,22,9
Schedule Savvy,Curated Web,San Francisco,|Curated Web|,0.150,8.5,0,9,6
Snip2Code,Software,San Francisco,|Software|,0.025,8.5,0,6,1
Qwalytics,Business Analytics,San Francisco,|Business Analytics|Business Intelligence|Analytics|,0.025,10,0,13,39
Markerly,Advertising,Menlo Park,|Advertising|Enterprise Software|,0.800,7,0,1,47
First Opinion,iOS,San Francisco,|iOS|Parenting|Health and Wellness|Mobile Health|Software|,2.600,10,0,18,5
Nextbit Systems,Software,San Francisco,|Software|,18.000,10,0,6,1
Boostable,Advertising,San Francisco,|Advertising|,3.222,8.95,0,8,23
Mindie,Music,San Francisco,|Music|,1.200,8.92,0,16,16
Storehouse,Photography,San Francisco,|iPad|Video|Publishing|Photography|,8.500,9.44,0,27,62
RACTIV,Hardware + Software,San Francisco,|3D|Sensors|Consumer Electronics|Human Computer Interaction|Hardware + Software|,0.180,7,0,22,9
Thimble Bioelectronics,Health Care,San Francisco,|Health Care|,0.225,10,0,0,8
Geekatoo,Local Search,Mountain View,|Marketplaces|Local Search|Local|Service Providers|Auctions|Hardware|Tech Field Support|Curated Web|,2.200,7.62,0,22,9
Docker,Development Platforms,San Francisco,|Development Platforms|Open Source|Software|,55.000,10,0,22,61
Qubell,Software,Menlo Park,|Software|,1.800,10,0,6,1
Hunite,Software,Palo Alto,|Software|,2.710,7,0,6,1
Apptimize,Enterprise Software,Mountain View,|Enterprise Software|,2.100,6.87,0,1,47
"Zepp Labs, Inc.",Hardware + Software,Los Gatos,|Sports|Hardware + Software|,15.000,9.67,0,10,21
ShelfFlip,E-Commerce,San Francisco,|E-Commerce|,0.125,4,0,7,88
fitmob,Exercise,San Francisco,|Exercise|Entertainment|Fitness|Health and Wellness|,9.800,10,0,18,5
Quest App,Curated Web,San Francisco,|Curated Web|,0.500,10,0,9,6
MyActivityPal,Web Hosting,San Francisco,|Web Hosting|,5.000,6,0,28,12
RenovoRx,Health Care,San Jose,|Health Care|,1.810,9.4,0,0,8
Medium,News,San Francisco,|News|,25.000,9.57,0,22,94
Clicktree,Enterprise Software,Sunnyvale,|Enterprise Software|,0.025,8.5,0,1,47
Coinalytics Co.,Big Data,San Francisco,|Bitcoin|Big Data|,0.200,10,0,22,9
Teaman & Company,E-Commerce,Berkeley,|E-Commerce|,0.100,10,0,7,88
Neuroware.io,Bitcoin,Mountain View,|Open Source|Bitcoin|,0.100,10,0,22,9
Monetsu,E-Commerce,Mountain View,|Bitcoin|E-Commerce|,0.100,10,0,7,88
Vessel,Analytics,San Francisco,|Analytics|,75.000,4,0,13,2
Boombotix,Mobile,San Francisco,|Gadget|Consumer Electronics|Hardware|Mobile|Hardware + Software|,4.000,7.36,0,10,21
Melboss,Mobile,Palo Alto,|Mobile|Internet|Music|,0.100,2,0,16,16
Youbetme,Consumer Goods,San Francisco,|Mobile Games|Consumer Goods|Gambling|Social Media|Games|,5.125,6.5,0,3,29
Roost,Self Storage,San Francisco,|Self Storage|Parking|Peer-to-Peer|Marketplaces|,0.830,4,2,22,9
PredictSpring,Mobile Commerce,Los Altos,|Mobile Commerce|,0.850,6.2,0,5,13
Codie,Robotics,San Francisco,|Software|Robotics|Consumer Electronics|Toys|Hardware + Software|,0.125,3,0,22,9
misterbnb,Vacation Rentals,San Francisco,|Vacation Rentals|,0.500,5.75,0,22,9
Resilinc,Logistics,Milpitas,|Risk Management|SaaS|Supply Chain Management|Logistics|,8.000,10,0,22,9
Asseta,Manufacturing,San Francisco,|Manufacturing|,0.535,7.25,0,29,56
Voxeet,VoIP,Sausalito,|VoIP|Telecommunications|Mobile|,1.500,8,0,22,9
PayByGroup,E-Commerce,San Francisco,|Social Media|Social Commerce|Payments|E-Commerce|,2.000,9.14,0,7,88
FarFaria,Education,San Francisco,|iPad|Education|,3.250,10,0,20,18
atVenu,Software,Sausalito,|Software|,1.100,10,0,6,1
OneFold,Big Data,San Francisco,|SaaS|Big Data|Big Data Analytics|Information Technology|Technology|Software|Analytics|,0.720,7,0,13,39
Attune,Enterprise Software,Mountain View,|PaaS|Personalization|Enterprise Software|,2.000,9.13,0,22,9
Celery,E-Commerce,San Francisco,|E-Commerce|,2.000,10,0,7,88
BloomThat,E-Commerce,San Francisco,|Mobile|Flowers|E-Commerce|,2.400,9,0,22,9
Jaguar Animal Health,Health and Wellness,San Francisco,|Health and Wellness|,3.413,5,0,18,5
AuditFile,Accounting,San Francisco,|Cloud Computing|Accounting|SaaS|Enterprise Software|,3.000,7.74,0,24,63
The Orange Chef,Hardware + Software,San Francisco,|Internet of Things|Cooking|Hardware + Software|,3.000,8.72,0,22,9
CustEx,Marketplaces,Palo Alto,|Mobile|E-Commerce|Marketplaces|Advertising Networks|Product Development Services|New Product Development|Consumer Internet|Curated Web|,0.010,1,0,22,9
Quest app,Android,San Francisco,|SMS|Android|iPhone|Mobile|,0.500,10,0,22,9
Groove,CRM,Mountain View,|CRM|,0.028,8,0,22,9
Twist Bioscience,Biotechnology,San Francisco,|Biotechnology|,45.111,10,0,2,3
GTxcel,Advertising,Berkeley,|Advertising|,12.750,10,0,8,23
Guardant Health,Health and Wellness,Redwood City,|Health and Wellness|,40.000,9.75,0,18,5
Hyperfair,3D,San Francisco,|3D|Curated Web|,2.800,7.67,0,9,6
PlayWith,Games,San Francisco,|Mobile Games|Social Games|Games|Fitness|Local|Social Media|Sports|,0.050,3,0,3,29
myTips,User Experience Design,San Francisco,|User Experience Design|Customer Support Tools|SaaS|Software|,0.164,9,0,22,9
Rocksbox,Fashion,San Francisco,|Fashion|,1.500,7.67,0,22,9
Zanbato,Finance,Mountain View,|Finance|,7.050,9.33,0,14,27
Elastica,SaaS,San Jose,|SaaS|Technology|Cloud Security|Software|,24.613,10,0,24,11
BeyondCore,Analytics,San Mateo,|Analytics|Software|,9.000,10,0,13,39
MedWhat,Semantic Search,Mountain View,|Semantic Search|Search|Data Mining|Artificial Intelligence|Medical|Health and Wellness|Health Care|,0.590,6,0,19,33
Cloud4Wi,Mobile,San Francisco,|Wireless|Mobile|,4.000,8,0,22,9
Ladera Labs,Internet of Things,Portola Valley,|Internet of Things|Hardware + Software|,0.028,8,0,22,9
Xendo,SaaS,San Francisco,|SaaS|Productivity Software|Enterprise Search|Semantic Search|Search|Enterprise Software|,0.028,8,0,19,33
MindOps,Artificial Intelligence,San Francisco,|Image Recognition|Augmented Reality|Artificial Intelligence|,0.069,7.5,0,22,9
Virtual Power Systems,Software,Santa Clara,|Software|,5.700,8.33,0,6,1
ThreatStream,Security,Redwood City,|Security|,4.300,8,0,12,67
SoundFocus,Music,San Francisco,|Music|,1.700,8.4,0,16,16
"Palerra, Inc.",Security,Santa Clara,|Security|,8.000,8.14,0,12,67
BlueTalon,Services,Redwood City,|Services|Data Security|Information Technology|,1.500,10,0,12,67
Granular,Software,San Francisco,|Software|,4.200,10,0,6,1
Hopscotch,Apps,San Francisco,|Apps|iPhone|Mobile|,2.000,4,0,22,9
Saisei,Software,Sunnyvale,|Software|,13.200,7,0,6,1
Ciel Medical,Biotechnology,Redwood City,|Biotechnology|,0.733,8,0,2,46
Workboard,Business Productivity,Redwood City,|Collaboration|Business Productivity|Project Management|Software|,2.750,10,0,22,9
Coinzone,Mobile Payments,Menlo Park,|Payments|Mobile Payments|Bitcoin|,1.374,7,0,23,55
CyberSense,Software,Menlo Park,|Software|,5.000,10,0,6,1
HeartFlow,Biotechnology,Redwood City,|Biotechnology|,136.716,10,0,2,49
Replay Technologies,Software,Newark,|Software|,9.000,9,0,6,1
Credible,Finance,San Francisco,|Finance|,1.500,3.63,0,14,27
Vires Aeronautics,Aerospace,Livermore,|Aerospace|Manufacturing|,1.000,9,0,29,56
Midverse Studios,Games,Mountain View,|Games|,6.500,10,0,3,29
Right Relevance,Curated Web,Sunnyvale,|Curated Web|,0.730,6.67,0,9,6
YouNoodle,Innovation Management,San Francisco,|Corporate IT|Innovation Management|,1.100,5.5,0,22,9
"RecCheck, Inc.",Health and Wellness,Redwood City,|Health and Wellness|Mobile|Sports|Exercise|,0.025,1,0,18,5
Sovi,0,San Francisco,0,0.000,0,0,22,9
Fixetude,Mobile,San Ramon,|Mobile|Social Commerce|Networking|Social Media|,0.025,1,0,7,88
Nextinit,Curated Web,Redwood City,|Curated Web|,0.257,2,0,9,6
Wickr,Messaging,San Francisco,|Messaging|,39.000,9,0,17,32
boomtrain,Personalization,San Francisco,|Mobile|Email Marketing|Personalization|Software|,1.966,10,0,22,9
MyCrowd,Software,Corte Madera,|Software|,0.150,10,0,6,1
Lit Motors,Clean Technology,San Francisco,|Clean Technology|,2.200,6.67,0,11,14
TownSquared,Real Estate Investors,San Francisco,|Commercial Real Estate|Real Estate Investors|Real Estate|,5.260,10,0,22,9
Polarion Software,Software,San Francisco,|Software|,10.000,10,0,6,1
Webflow,Software,Mountain View,|Software|,1.500,10,0,6,1
Complete Solar,Clean Technology,San Mateo,|Clean Technology|,5.000,9,0,11,14
ShowEvidence,Software,Santa Clara,|Software|,2.515,6,0,6,1
Niara Inc.,Security,Sunnyvale,|Security|,9.000,10,0,12,67
vIPtela,Web Hosting,San Jose,|Web Hosting|,33.500,10,0,28,12
Omniata,Analytics,San Francisco,|Analytics|,5.200,10,0,13,39
"Mechio, Inc. (DBA Motiv)",Hardware + Software,San Francisco,|Hardware + Software|,2.225,10,0,10,21
CityStash Holdings,Analytics,San Francisco,|Analytics|,0.450,3,0,13,39
Shadow Networks,Software,Santa Clara,|Software|,10.199,9.5,0,6,1
Banjo,Sports,Redwood City,|Sports|Concerts|News|Social Media|iPad|iOS|Internet|Real Time|Apps|iPhone|Android|Location Based Services|Social Search|Mobile|,21.000,10,0,22,94
Xapo,Information Security,Palo Alto,|Personal Finance|Bitcoin|Information Security|Curated Web|,60.000,9.92,0,22,61
Premise,Analytics,San Francisco,|Analytics|,11.000,9.67,0,13,39
Hitch,Collaboration,San Francisco,|Collaboration|Transportation|Mobile|,0.600,10,0,22,9
SteelBrick,Software,Palo Alto,|CRM|SaaS|Cloud Computing|Price Comparison|Estimation and Quoting|Software|,11.500,7.33,0,24,63
Expa,Curated Web,San Francisco,|Curated Web|,50.000,9.75,0,9,78
37coins,Bitcoin,Sunnyvale,|Bitcoin|,0.025,6,0,22,9
PipelineRx,Biotechnology,San Francisco,|Biotechnology|,5.515,6,0,2,46
hiQ Labs,Analytics,San Francisco,|Big Data Analytics|Human Resources|Enterprises|Analytics|,1.250,7.33,0,13,39
AltSchool,Education,San Francisco,|Charter Schools|Education|,33.000,9.78,0,22,61
Ziploop,Software,Orinda,|Software|,2.200,5.57,0,6,1
LeanData,Software,Sunnyvale,|Software|,5.100,10,0,6,1
Pley,Curated Web,San Jose,|Curated Web|,6.750,9.6,0,9,6
Metabiota,Risk Management,San Francisco,|Risk Management|Biotechnology|,2.800,8.3,0,22,9
Trailerpop,Digital Entertainment,San Francisco,|Social Media|Digital Entertainment|Mobile|,0.750,6,0,7,88
Tactile,Software,Redwood City,|Software|,11.200,9,0,6,1
Koinify,Internet,Mountain View,|Financial Services|Bitcoin|Crowdfunding|Internet|,1.450,8.86,0,22,9
Shibumi,Mobile,San Francisco,|Mobile|Collaboration|Networking|Social Media|Cloud Computing|B2B|Enterprises|Web Development|Enterprise Software|,2.299,8,0,24,63
Bridge U.S.,Technology,San Francisco,|Professional Services|Automotive|Technology|Legal|Software|,0.800,6.86,0,22,9
BlueVine,Finance,Palo Alto,|Finance|,5.500,10,0,14,27
AppGyver,Mobile Software Tools,San Francisco,|Apps|Mobile Software Tools|Cloud Computing|Web Development|Internet|Android|iPhone|Mobile|,3.500,9.5,0,24,63
TrueVault,Health Care,Mountain View,|Health Care|mHealth|Security|Health and Insurance|Storage|Cloud Computing|Enterprise Software|,2.500,8.67,0,24,63
Providence Medical Technology,Hardware + Software,Lafayette,|Hardware + Software|,6.800,8,0,10,21
Brittmore Group,0,San Jose,0,0.000,0,0,22,9
SOL REPUBLIC,Consumer Electronics,San Francisco,|Consumer Electronics|,54.756,10,0,22,61
NoveltyLab,Virtual Currency,Sunnyvale,|Virtual Currency|E-Commerce|Finance|,0.025,10,0,22,9
Pact Apparel,Manufacturing,Berkeley,|Manufacturing|,2.200,5,0,29,56
ThinkHR,Mobile,Pleasanton,|Mobile|,3.000,7,0,5,13
Appiterate,Mobile,Santa Clara,|Mobility|Mobile|Apps|Software|,0.500,8.33,0,22,9
RABBL,Music Venues,San Francisco,|Music Venues|,0.775,7,0,16,16
Imgur,Photography,San Francisco,|Web Hosting|Social Media|Photography|,40.000,9.5,0,28,12
AdsNative,Advertising,San Francisco,|Finance|Advertising|,2.000,7.86,0,14,27
RefleXion Medical,Hardware + Software,Hayward,|Hardware + Software|,11.600,10,0,10,21
Clari,Sales Automation,Mountain View,|Enterprise Software|Productivity Software|Big Data|Social CRM|CRM|Mobile Software Tools|Cloud Data Services|Direct Sales|Sales Automation|Sales and Marketing|Mobile|,26.000,10,0,22,94
GemShare,Mobile,San Francisco,|Privacy|Social Media|Reviews and Recommendations|Services|Local|Mobile|,1.200,7.17,0,7,88
Addapp,Software,San Francisco,|Software|Health and Wellness|Personal Health|Fitness|Health Care|,1.800,5,0,18,5
WittyParrot,Software,Cupertino,|Software|,1.000,4,0,6,1
Pied Piper,SaaS,Palo Alto,|SaaS|Technology|Cloud Computing|,0.200,2,0,24,63
Savioke,Technology,Sunnyvale,|Innovation Management|Technology|Robotics|,2.000,9.8,0,22,9
Last Guide,Social Media,San Francisco,|Social Media|,2.100,8.75,0,7,88
